date,account_id,campaign_id,campaign_name,impressions,clicks,spend_micros,conversions
2025-05-11,111-222-3333,g-0020,International Pack Winback South Google,102409,1403,1237135238,21
2025-05-11,111-222-3333,g-0021,Paramount+ Originals Awareness US Google,114161,1564,1379460531,24
2025-05-11,111-222-3333,g-0022,Drama Collection Prospecting West Google,125985,1726,1521785824,26
2025-05-11,111-222-3333,g-0023,Comedy Classics Retargeting East Google 23,137737,1887,1664111117,28
2025-05-11,111-222-3333,g-0024,Sports Weekend Trial Midwest Google 24,149562,2049,1806436410,31
2025-05-11,111-222-3333,g-0025,Kids and Family Winback South Google 25,161314,2210,1948761703,33
2025-05-12,111-222-3333,g-0001,Top Gun: Maverick Push,238759,3271,2831190936,48
2025-05-12,111-222-3333,g-0002,Transformers: Rise of the Beasts,228832,3135,2713224647,46
2025-05-12,111-222-3333,g-0003,Comedy Classics Retargeting East Google,104453,1431,1238646034,21
2025-05-12,111-222-3333,g-0004,Sports Weekend Trial Midwest Google,115255,1579,1366442848,23
2025-05-12,111-222-3333,g-0005,Kids and Family Winback South Google,125985,1726,1494239661,25
2025-05-12,111-222-3333,g-0006,Reality Launch Awareness US Google,136788,1874,1622036474,27
2025-05-12,111-222-3333,g-0007,Sci-Fi Vault Prospecting West Google,147591,2022,1749833287,29
2025-05-12,111-222-3333,g-0008,Movie Night Retargeting East Google,158321,2169,1877630100,32
2025-05-12,111-222-3333,g-0009,Holiday Watchlist Trial Midwest Google,169124,2317,2005426913,34
2025-05-12,111-222-3333,g-0010,Live Events Winback South Google,82920,1136,983052408,17
2025-05-12,111-222-3333,g-0011,Library Retention Awareness US Google,93650,1283,1110849221,19
2025-05-12,111-222-3333,g-0012,Premium Bundle Prospecting West Google,104453,1431,1238646034,21
2025-05-12,111-222-3333,g-0013,Student Offer Retargeting East Google,115255,1579,1366442848,23
2025-05-12,111-222-3333,g-0014,Family Plan Trial Midwest Google,125985,1726,1494239661,25
2025-05-12,111-222-3333,g-0015,Winback Audience Winback South Google,136788,1874,1622036474,27
2025-05-12,111-222-3333,g-0016,New Release Awareness US Google,147591,2022,1749833287,29
2025-05-12,111-222-3333,g-0017,Binge Weekend Prospecting West Google,158321,2169,1877630100,32
2025-05-12,111-222-3333,g-0018,Award Season Retargeting East Google,169124,2317,2005426913,34
2025-05-12,111-222-3333,g-0019,Streaming Trial Trial Midwest Google,82920,1136,983052408,17
2025-05-12,111-222-3333,g-0020,International Pack Winback South Google,93650,1283,1110849221,19
2025-05-12,111-222-3333,g-0021,Paramount+ Originals Awareness US Google,104453,1431,1238646034,21
2025-05-12,111-222-3333,g-0022,Drama Collection Prospecting West Google,115255,1579,1366442848,23
2025-05-12,111-222-3333,g-0023,Comedy Classics Retargeting East Google 23,125985,1726,1494239661,25
2025-05-12,111-222-3333,g-0024,Sports Weekend Trial Midwest Google 24,136788,1874,1622036474,27
2025-05-12,111-222-3333,g-0025,Kids and Family Winback South Google 25,147591,2022,1749833287,29
2025-05-13,111-222-3333,g-0001,Top Gun: Maverick Push,312920,4287,3644360062,60
2025-05-13,111-222-3333,g-0002,Transformers: Rise of the Beasts,299927,4109,3492511726,58
2025-05-13,111-222-3333,g-0003,Comedy Classics Retargeting East Google,136934,1876,1594407527,26
2025-05-13,111-222-3333,g-0004,Sports Weekend Trial Midwest Google,151022,2069,1758909891,29
2025-05-13,111-222-3333,g-0005,Kids and Family Winback South Google,165182,2263,1923412255,32
2025-05-13,111-222-3333,g-0006,Reality Launch Awareness US Google,179270,2456,2087914619,35
2025-05-13,111-222-3333,g-0007,Sci-Fi Vault Prospecting West Google,193431,2650,2252416983,37
2025-05-13,111-222-3333,g-0008,Movie Night Retargeting East Google,207518,2843,2416919347,40
2025-05-13,111-222-3333,g-0009,Holiday Watchlist Trial Midwest Google,221679,3037,2581421711,43
2025-05-13,111-222-3333,g-0010,Live Events Winback South Google,108686,1489,1265402799,21
2025-05-13,111-222-3333,g-0011,Library Retention Awareness US Google,122774,1682,1429905163,24
2025-05-13,111-222-3333,g-0012,Premium Bundle Prospecting West Google,136934,1876,1594407527,26
2025-05-13,111-222-3333,g-0013,Student Offer Retargeting East Google,151022,2069,1758909891,29
2025-05-13,111-222-3333,g-0014,Family Plan Trial Midwest Google,165182,2263,1923412255,32
2025-05-13,111-222-3333,g-0015,Winback Audience Winback South Google,179270,2456,2087914619,35
2025-05-13,111-222-3333,g-0016,New Release Awareness US Google,193431,2650,2252416983,37
2025-05-13,111-222-3333,g-0017,Binge Weekend Prospecting West Google,207518,2843,2416919347,40
2025-05-13,111-222-3333,g-0018,Award Season Retargeting East Google,221679,3037,2581421711,43
2025-05-13,111-222-3333,g-0019,Streaming Trial Trial Midwest Google,108686,1489,1265402799,21
2025-05-13,111-222-3333,g-0020,International Pack Winback South Google,122774,1682,1429905163,24
2025-05-13,111-222-3333,g-0021,Paramount+ Originals Awareness US Google,136934,1876,1594407527,26
2025-05-13,111-222-3333,g-0022,Drama Collection Prospecting West Google,151022,2069,1758909891,29
2025-05-13,111-222-3333,g-0023,Comedy Classics Retargeting East Google 23,165182,2263,1923412255,32
2025-05-13,111-222-3333,g-0024,Sports Weekend Trial Midwest Google 24,179270,2456,2087914619,35
2025-05-13,111-222-3333,g-0025,Kids and Family Winback South Google 25,193431,2650,2252416983,37
2025-05-14,111-222-3333,g-0001,Top Gun: Maverick Push,250292,3429,2863121661,46
2025-05-14,111-222-3333,g-0002,Transformers: Rise of the Beasts,239854,3286,2743824925,45
2025-05-14,111-222-3333,g-0003,Comedy Classics Retargeting East Google,109489,1500,1252615727,20
2025-05-14,111-222-3333,g-0004,Sports Weekend Trial Midwest Google,120803,1655,1381853857,22
2025-05-14,111-222-3333,g-0005,Kids and Family Winback South Google,132117,1810,1511091988,25
2025-05-14,111-222-3333,g-0006,Reality Launch Awareness US Google,143431,1965,1640330118,27
2025-05-14,111-222-3333,g-0007,Sci-Fi Vault Prospecting West Google,154672,2119,1769568249,29
2025-05-14,111-222-3333,g-0008,Movie Night Retargeting East Google,165985,2274,1898806379,31
2025-05-14,111-222-3333,g-0009,Holiday Watchlist Trial Midwest Google,177299,2429,2028044510,33
2025-05-14,111-222-3333,g-0010,Live Events Winback South Google,86934,1191,994139466,16
2025-05-14,111-222-3333,g-0011,Library Retention Awareness US Google,98175,1345,1123377596,18
2025-05-14,111-222-3333,g-0012,Premium Bundle Prospecting West Google,109489,1500,1252615727,20
2025-05-14,111-222-3333,g-0013,Student Offer Retargeting East Google,120803,1655,1381853857,22
2025-05-14,111-222-3333,g-0014,Family Plan Trial Midwest Google,132117,1810,1511091988,25
2025-05-14,111-222-3333,g-0015,Winback Audience Winback South Google,143431,1965,1640330118,27
2025-05-14,111-222-3333,g-0016,New Release Awareness US Google,154672,2119,1769568249,29
2025-05-14,111-222-3333,g-0017,Binge Weekend Prospecting West Google,165985,2274,1898806379,31
2025-05-14,111-222-3333,g-0018,Award Season Retargeting East Google,177299,2429,2028044510,33
2025-05-14,111-222-3333,g-0019,Streaming Trial Trial Midwest Google,86934,1191,994139466,16
2025-05-14,111-222-3333,g-0020,International Pack Winback South Google,98175,1345,1123377596,18
2025-05-14,111-222-3333,g-0021,Paramount+ Originals Awareness US Google,109489,1500,1252615727,20
2025-05-14,111-222-3333,g-0022,Drama Collection Prospecting West Google,120803,1655,1381853857,22
2025-05-14,111-222-3333,g-0023,Comedy Classics Retargeting East Google 23,132117,1810,1511091988,25
2025-05-14,111-222-3333,g-0024,Sports Weekend Trial Midwest Google 24,143431,1965,1640330118,27
2025-05-14,111-222-3333,g-0025,Kids and Family Winback South Google 25,154672,2119,1769568249,29
2025-05-15,111-222-3333,g-0001,Top Gun: Maverick Push,256131,3509,2879087023,46
2025-05-15,111-222-3333,g-0002,Transformers: Rise of the Beasts,245474,3363,2759125064,44
2025-05-15,111-222-3333,g-0003,Comedy Classics Retargeting East Google,112044,1535,1259600573,20
2025-05-15,111-222-3333,g-0004,Sports Weekend Trial Midwest Google,123650,1694,1389559362,22
2025-05-15,111-222-3333,g-0005,Kids and Family Winback South Google,135182,1852,1519518151,24
2025-05-15,111-222-3333,g-0006,Reality Launch Awareness US Google,146715,2010,1649476940,26
2025-05-15,111-222-3333,g-0007,Sci-Fi Vault Prospecting West Google,158321,2169,1779435730,28
2025-05-15,111-222-3333,g-0008,Movie Night Retargeting East Google,169854,2327,1909394519,30
2025-05-15,111-222-3333,g-0009,Holiday Watchlist Trial Midwest Google,181460,2486,2039353308,32
2025-05-15,111-222-3333,g-0010,Live Events Winback South Google,88905,1218,999682994,16
2025-05-15,111-222-3333,g-0011,Library Retention Awareness US Google,100511,1377,1129641783,18
2025-05-15,111-222-3333,g-0012,Premium Bundle Prospecting West Google,112044,1535,1259600573,20
2025-05-15,111-222-3333,g-0013,Student Offer Retargeting East Google,123650,1694,1389559362,22
2025-05-15,111-222-3333,g-0014,Family Plan Trial Midwest Google,135182,1852,1519518151,24
2025-05-15,111-222-3333,g-0015,Winback Audience Winback South Google,146715,2010,1649476940,26
2025-05-15,111-222-3333,g-0016,New Release Awareness US Google,158321,2169,1779435730,28
2025-05-15,111-222-3333,g-0017,Binge Weekend Prospecting West Google,169854,2327,1909394519,30
2025-05-15,111-222-3333,g-0018,Award Season Retargeting East Google,181460,2486,2039353308,32
2025-05-15,111-222-3333,g-0019,Streaming Trial Trial Midwest Google,88905,1218,999682994,16
2025-05-15,111-222-3333,g-0020,International Pack Winback South Google,100511,1377,1129641783,18
2025-05-15,111-222-3333,g-0021,Paramount+ Originals Awareness US Google,112044,1535,1259600573,20
2025-05-15,111-222-3333,g-0022,Drama Collection Prospecting West Google,123650,1694,1389559362,22
2025-05-15,111-222-3333,g-0023,Comedy Classics Retargeting East Google 23,135182,1852,1519518151,24
2025-05-15,111-222-3333,g-0024,Sports Weekend Trial Midwest Google 24,146715,2010,1649476940,26
2025-05-15,111-222-3333,g-0025,Kids and Family Winback South Google 25,158321,2169,1779435730,28
2025-05-16,111-222-3333,g-0001,Top Gun: Maverick Push,293504,4021,3242458672,51
2025-05-16,111-222-3333,g-0002,Transformers: Rise of the Beasts,281241,3853,3107356227,49
2025-05-16,111-222-3333,g-0003,Comedy Classics Retargeting East Google,128394,1759,1418575669,22
2025-05-16,111-222-3333,g-0004,Sports Weekend Trial Midwest Google,141679,1941,1564936651,24
2025-05-16,111-222-3333,g-0005,Kids and Family Winback South Google,154891,2122,1711297632,27
2025-05-16,111-222-3333,g-0006,Reality Launch Awareness US Google,168102,2303,1857658614,29
2025-05-16,111-222-3333,g-0007,Sci-Fi Vault Prospecting West Google,181387,2485,2004019596,31
2025-05-16,111-222-3333,g-0008,Movie Night Retargeting East Google,194599,2666,2150380578,34
2025-05-16,111-222-3333,g-0009,Holiday Watchlist Trial Midwest Google,207883,2848,2296741559,36
2025-05-16,111-222-3333,g-0010,Live Events Winback South Google,101898,1396,1125853706,18
2025-05-16,111-222-3333,g-0011,Library Retention Awareness US Google,115182,1578,1272214687,20
2025-05-16,111-222-3333,g-0012,Premium Bundle Prospecting West Google,128394,1759,1418575669,22
2025-05-16,111-222-3333,g-0013,Student Offer Retargeting East Google,141679,1941,1564936651,24
2025-05-16,111-222-3333,g-0014,Family Plan Trial Midwest Google,154891,2122,1711297632,27
2025-05-16,111-222-3333,g-0015,Winback Audience Winback South Google,168102,2303,1857658614,29
2025-05-16,111-222-3333,g-0016,New Release Awareness US Google,181387,2485,2004019596,31
2025-05-16,111-222-3333,g-0017,Binge Weekend Prospecting West Google,194599,2666,2150380578,34
2025-05-16,111-222-3333,g-0018,Award Season Retargeting East Google,207883,2848,2296741559,36
2025-05-16,111-222-3333,g-0019,Streaming Trial Trial Midwest Google,101898,1396,1125853706,18
2025-05-16,111-222-3333,g-0020,International Pack Winback South Google,115182,1578,1272214687,20
2025-05-16,111-222-3333,g-0021,Paramount+ Originals Awareness US Google,128394,1759,1418575669,22
2025-05-16,111-222-3333,g-0022,Drama Collection Prospecting West Google,141679,1941,1564936651,24
2025-05-16,111-222-3333,g-0023,Comedy Classics Retargeting East Google 23,154891,2122,1711297632,27
2025-05-16,111-222-3333,g-0024,Sports Weekend Trial Midwest Google 24,168102,2303,1857658614,29
2025-05-16,111-222-3333,g-0025,Kids and Family Winback South Google 25,181387,2485,2004019596,31
2025-05-17,111-222-3333,g-0001,Top Gun: Maverick Push,264891,3629,3260339878,57
2025-05-17,111-222-3333,g-0002,Transformers: Rise of the Beasts,253796,3477,3124492383,54
2025-05-17,111-222-3333,g-0003,Comedy Classics Retargeting East Google,115839,1587,1426398697,25
2025-05-17,111-222-3333,g-0004,Sports Weekend Trial Midwest Google,127810,1751,1573566816,27
2025-05-17,111-222-3333,g-0005,Kids and Family Winback South Google,139781,1915,1720734936,30
2025-05-17,111-222-3333,g-0006,Reality Launch Awareness US Google,151752,2079,1867903055,33
2025-05-17,111-222-3333,g-0007,Sci-Fi Vault Prospecting West Google,163723,2243,2015071174,35
2025-05-17,111-222-3333,g-0008,Movie Night Retargeting East Google,175620,2406,2162239294,38
2025-05-17,111-222-3333,g-0009,Holiday Watchlist Trial Midwest Google,187591,2570,2309407413,40
2025-05-17,111-222-3333,g-0010,Live Events Winback South Google,91971,1260,1132062458,20
2025-05-17,111-222-3333,g-0011,Library Retention Awareness US Google,103942,1424,1279230577,22
2025-05-17,111-222-3333,g-0012,Premium Bundle Prospecting West Google,115839,1587,1426398697,25
2025-05-17,111-222-3333,g-0013,Student Offer Retargeting East Google,127810,1751,1573566816,27
2025-05-17,111-222-3333,g-0014,Family Plan Trial Midwest Google,139781,1915,1720734936,30
2025-05-17,111-222-3333,g-0015,Winback Audience Winback South Google,151752,2079,1867903055,33
2025-05-17,111-222-3333,g-0016,New Release Awareness US Google,163723,2243,2015071174,35
2025-05-17,111-222-3333,g-0017,Binge Weekend Prospecting West Google,175620,2406,2162239294,38
2025-05-17,111-222-3333,g-0018,Award Season Retargeting East Google,187591,2570,2309407413,40
2025-05-17,111-222-3333,g-0019,Streaming Trial Trial Midwest Google,91971,1260,1132062458,20
2025-05-17,111-222-3333,g-0020,International Pack Winback South Google,103942,1424,1279230577,22
2025-05-17,111-222-3333,g-0021,Paramount+ Originals Awareness US Google,115839,1587,1426398697,25
2025-05-17,111-222-3333,g-0022,Drama Collection Prospecting West Google,127810,1751,1573566816,27
2025-05-17,111-222-3333,g-0023,Comedy Classics Retargeting East Google 23,139781,1915,1720734936,30
2025-05-17,111-222-3333,g-0024,Sports Weekend Trial Midwest Google 24,151752,2079,1867903055,33
2025-05-17,111-222-3333,g-0025,Kids and Family Winback South Google 25,163723,2243,2015071174,35
2025-05-18,111-222-3333,g-0001,Top Gun: Maverick Push,271387,3718,3278221084,56
2025-05-18,111-222-3333,g-0002,Transformers: Rise of the Beasts,260073,3563,3141628539,54
2025-05-18,111-222-3333,g-0003,Comedy Classics Retargeting East Google,118759,1627,1434221724,25
2025-05-18,111-222-3333,g-0004,Sports Weekend Trial Midwest Google,130949,1794,1582196981,27
2025-05-18,111-222-3333,g-0005,Kids and Family Winback South Google,143212,1962,1730172239,30
2025-05-18,111-222-3333,g-0006,Reality Launch Awareness US Google,155474,2130,1878147496,32
2025-05-18,111-222-3333,g-0007,Sci-Fi Vault Prospecting West Google,167737,2298,2026122753,35
2025-05-18,111-222-3333,g-0008,Movie Night Retargeting East Google,180000,2466,2174098010,37
2025-05-18,111-222-3333,g-0009,Holiday Watchlist Trial Midwest Google,192263,2634,2322073268,40
2025-05-18,111-222-3333,g-0010,Live Events Winback South Google,94234,1291,1138271210,19
2025-05-18,111-222-3333,g-0011,Library Retention Awareness US Google,106496,1459,1286246467,22
2025-05-18,111-222-3333,g-0012,Premium Bundle Prospecting West Google,118759,1627,1434221724,25
2025-05-18,111-222-3333,g-0013,Student Offer Retargeting East Google,130949,1794,1582196981,27
2025-05-18,111-222-3333,g-0014,Family Plan Trial Midwest Google,143212,1962,1730172239,30
2025-05-18,111-222-3333,g-0015,Winback Audience Winback South Google,155474,2130,1878147496,32
2025-05-18,111-222-3333,g-0016,New Release Awareness US Google,167737,2298,2026122753,35
2025-05-18,111-222-3333,g-0017,Binge Weekend Prospecting West Google,180000,2466,2174098010,37
2025-05-18,111-222-3333,g-0018,Award Season Retargeting East Google,192263,2634,2322073268,40
2025-05-18,111-222-3333,g-0019,Streaming Trial Trial Midwest Google,94234,1291,1138271210,19
2025-05-18,111-222-3333,g-0020,International Pack Winback South Google,106496,1459,1286246467,22
2025-05-18,111-222-3333,g-0021,Paramount+ Originals Awareness US Google,118759,1627,1434221724,25
2025-05-18,111-222-3333,g-0022,Drama Collection Prospecting West Google,130949,1794,1582196981,27
2025-05-18,111-222-3333,g-0023,Comedy Classics Retargeting East Google 23,143212,1962,1730172239,30
2025-05-18,111-222-3333,g-0024,Sports Weekend Trial Midwest Google 24,155474,2130,1878147496,32
2025-05-18,111-222-3333,g-0025,Kids and Family Winback South Google 25,167737,2298,2026122753,35
